model,K,quarter,train_start,train_end,eval_start,eval_end,universe_size,assets_dropped,coverage_threshold,train_length_days,TE_annual_insample,TE_annual_oos,information_ratio_oos,sharpe_ratio_oos,max_drawdown_te_oos,portfolio_return_oos,benchmark_return_oos,tracking_difference,asset_active_share,sector_active_share,n_eff_absolute,diversification_norm,turnover,composition_stability,avg_weight_stability,retained_fraction,assets_added,assets_removed,execution_time,solver_gap,solver_optimal
Stratified,50,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.019294389330172898,0.028611831308379927,,2.3367154706431568,-0.008806476208651923,0.05775037709844044,0.039230328961985084,0.018520048136455358,0.528018393229277,0.16166660313451747,32.50963709682568,0.6501927419365136,0.20787754212309462,1.0,0.8960612289384526,1.0,0,0,0.2758007049560547,,
Stratified_sector,50,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.027419037733661018,0.027375771792519665,,2.4883882284934913,-0.010331175347634008,0.06496461077878246,0.039230328961985084,0.025734281816797377,0.5517629223748151,0.048004564270286994,26.032756060890545,0.5206551212178109,0.19403966415626345,1.0,0.9029801679218683,1.0,0,0,0.36803722381591797,,
MarketCap,50,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.020011860466674098,0.02802661307117464,,2.1204214617406376,-0.010900705618748157,0.05073116500667507,0.039230328961985084,0.011500836044689988,0.5226670273801393,0.16803781085986041,31.327210484382014,0.6265442096876402,0.20720338654027762,1.0,0.8963983067298612,1.0,0,0,0.18012142181396484,,
MarketCap_sector,50,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.02259274384400605,0.027550291240239826,,2.2738139456342603,-0.01015508946324963,0.055866844946917515,0.039230328961985084,0.016636515984932432,0.5335630454619913,0.05715982716399654,29.391110552917812,0.5878222110583562,0.217571703233289,1.0,0.8912141483833556,1.0,0,0,0.3329939842224121,,
Contribution,50,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.03872769800954051,0.05185924433709986,,0.7645742487340589,-0.03466335280065789,0.01799011648879012,0.039230328961985084,-0.021240212473194964,0.7629540175224246,0.3758247815852661,13.22654323384694,0.2645308646769388,0.5518786098769035,0.88,0.7240606950615482,0.88,6,6,0.16728520393371582,,
Contribution_sector,50,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.05293312876518042,0.05593391401546915,,1.38367036775978,-0.031125735621080418,0.03726170158020792,0.039230328961985084,-0.001968627381777166,0.8173462149180215,0.206415794269827,11.362633738043456,0.22725267476086913,0.9942571902086222,0.88,0.5028714048956888,0.88,6,6,0.25663280487060547,,
LASSO,50,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.012768574815001594,0.027285630318403406,,1.3905582178802334,-0.015473031100098553,0.033637289275987525,0.039230328961985084,-0.005593039685997558,0.6261079341219404,0.1686641681108089,34.3891077293335,0.68778215458667,0.9898413024077989,0.5,0.5050793487961005,0.5,25,25,4.673945426940918,,
LASSO_sector,50,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.01783160893193488,0.02740727088694278,,1.526961784140976,-0.011692740229384019,0.0378473400501973,0.039230328961985084,-0.0013829889117877858,0.6230532691231708,0.05836539808036001,30.664793958005873,0.6132958791601175,1.1291437919827614,0.5,0.4354281040086193,0.5,25,25,4.67546010017395,,
MIQP_Gurobi,50,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.014051860714695613,0.027062110078505536,,2.4255928035982954,-0.01003750182854364,0.05958780834666211,0.039230328961985084,0.020357479384677024,0.562296299424677,0.12529126172863567,34.669268967334986,0.6933853793466997,1.1045892231735384,0.46,0.4477053884132308,0.46,27,27,21.596702575683594,0.004811974608740944,True
Layered,50,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.014871855528851799,0.029645026211036124,,2.410901369985057,-0.008888122762446288,0.057872060237445844,0.039230328961985084,0.01864173127546076,0.585161569789994,0.05058215885554629,35.655202921913244,0.7131040584382649,0.8561764670191956,0.6,0.5719117664904022,0.6,20,20,14.680551528930664,0.004956771047381683,True
Stratified,75,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.01499966267105252,0.029315111073170193,,2.0292224693903496,-0.011185347778885342,0.04888090909292253,0.039230328961985084,0.009650580130937447,0.46890730591137825,0.14372773241071082,40.98017313151673,0.5464023084202231,0.22673997641238908,1.0,0.8866300117938055,1.0,0,0,0.506464958190918,,
Stratified_sector,75,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.017694229375539314,0.02856960154345976,,2.1083750086789483,-0.009962881140510612,0.05116293591987442,0.039230328961985084,0.011932606957889336,0.4846523585210937,0.047623980743072954,38.03491273718566,0.5071321698291421,0.22287027301205212,1.0,0.8885648634939739,1.0,0,0,0.7570431232452393,,
MarketCap,75,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.014920291419184366,0.025058335813249757,,2.292988852437002,-0.007271810736572555,0.05614673891408217,0.039230328961985084,0.01691640995209709,0.485725923685369,0.1279083285164594,41.83257515883654,0.5577676687844872,0.267147324797107,1.0,0.8664263376014465,1.0,0,0,0.43691444396972656,,
MarketCap_sector,75,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.0168110521175861,0.025600892026822277,,2.336293067419363,-0.007933027453271511,0.05596325818653147,0.039230328961985084,0.01673292922454639,0.4758662026202124,0.052340962600690544,41.9824491659536,0.5597659888793813,0.28711643535945397,1.0,0.856441782320273,1.0,0,0,0.728839635848999,,
Contribution,75,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.03491188216980083,0.0479441537885176,,0.5107523405857565,-0.03721719769754646,0.01145942809840328,0.039230328961985084,-0.027770900863581804,0.7358228204997492,0.34486687800149673,15.134265628365512,0.20179020837820683,0.6114912654944706,0.88,0.6942543672527647,0.88,9,9,0.4401860237121582,,
Contribution_sector,75,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.054128446026906855,0.05501470486241162,,0.6224403110727504,-0.03593471659849563,0.015956722606811802,0.039230328961985084,-0.023273606355173282,0.7746381965262656,0.11424943028042465,12.369545941881503,0.1649272792250867,0.929368669205463,0.88,0.5353156653972685,0.88,9,9,0.6971817016601562,,
LASSO,75,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.009546629332164169,0.02829669110104937,,1.6430232257589668,-0.01812093702941652,0.03906605442125999,0.039230328961985084,-0.00016427454072509562,0.5675904797535635,0.13748045247412766,43.477887317296215,0.5797051642306162,0.9424943398680441,0.52,0.528752830065978,0.52,36,36,4.979120254516602,,
LASSO_sector,75,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.0132908984685943,0.028960175398846287,,1.838196727668633,-0.01530314888436011,0.04348870979901753,0.039230328961985084,0.004258380837032449,0.5639722513537959,0.053365417441608304,40.037283050968,0.5338304406795733,0.9978295373597305,0.52,0.5010852313201348,0.52,36,36,5.548683404922485,,
MIQP_Gurobi,75,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.01093699936137299,0.030317671285421996,,1.4100992941213513,-0.021848811596904872,0.03290482744230894,0.039230328961985084,-0.006325501519676147,0.5399865864419509,0.16534279861580364,45.99538894546099,0.6132718526061465,0.7669875061953454,0.6933333333333334,0.6165062469023272,0.6933333333333334,23,23,4.169579982757568,0.0020869323329041635,True
Layered,75,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.014299326837529689,0.03042502228856384,,2.1032374274642676,-0.011525926882585328,0.050229214138369116,0.039230328961985084,0.010998885176384032,0.5447801382099351,0.04880009332850828,38.656041940360595,0.5154138925381413,1.0386616237174824,0.52,0.4806691881412588,0.52,36,36,10.270582437515259,0.004341241385306893,True
Stratified,100,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.012329062864801621,0.026568713101828068,,1.9806542054244434,-0.010196770574512355,0.047837582424183456,0.039230328961985084,0.008607253462198372,0.45125372489117027,0.1396175418533479,47.79037724723945,0.47790377247239446,0.33227771280472,1.0,0.83386114359764,1.0,0,0,0.5900280475616455,,
Stratified_sector,100,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.014458867624727383,0.025564830661426438,,1.9538363137101054,-0.00973204587230261,0.047443744624474427,0.039230328961985084,0.008213415662489343,0.4782569977662777,0.0507805995753327,42.837951655029684,0.4283795165502968,0.3040317440197043,1.0,0.8479841279901479,1.0,0,0,1.0276377201080322,,
MarketCap,100,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.012514158743321114,0.02610705837378036,,1.828300229448098,-0.011654033394305915,0.04362009391004862,0.039230328961985084,0.004389764948063535,0.4513334689826982,0.12975466078593093,52.48280839121274,0.5248280839121274,0.29783371182891794,1.0,0.8510831440855411,1.0,0,0,0.6110227108001709,,
MarketCap_sector,100,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.014235969580797512,0.026221834215856565,,1.9240856694146133,-0.012078653997150184,0.045371270843149736,0.039230328961985084,0.006140941881164652,0.4637583998765876,0.052342879600741334,49.07088910856059,0.49070889108560595,0.35758697960521035,1.0,0.8212065101973949,1.0,0,0,1.0419895648956299,,
Contribution,100,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.03184759132986968,0.046008447912075506,,0.8448349354695301,-0.028165125165130995,0.01987726587651828,0.039230328961985084,-0.019353063085466804,0.7190422673936371,0.35139389991655173,18.099013060686545,0.18099013060686545,0.416851768244179,0.91,0.7915741158779105,0.91,9,9,0.6039321422576904,,
Contribution_sector,100,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.05039326480188305,0.057299677414364605,,1.1023852510160004,-0.022144712775708168,0.029834773266587344,0.039230328961985084,-0.00939555569539774,0.7816595771560919,0.11424943028042468,14.157686956865357,0.14157686956865356,0.6391895147417089,0.91,0.6804052426291456,0.91,9,9,0.8259506225585938,,
LASSO,100,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.008224750180767926,0.029948649920741352,,1.3938252442815016,-0.018956321249759767,0.03283350695000631,0.039230328961985084,-0.0063968220119787755,0.5408422681149796,0.1376913436367805,49.60099572994883,0.49600995729948827,0.8314876123379042,0.55,0.5842561938310479,0.55,45,45,5.645027160644531,,
LASSO_sector,100,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.011612819385420454,0.029712420199320126,,1.59846748102284,-0.014964524669196759,0.03803836892994217,0.039230328961985084,-0.0011919600320429158,0.5495868048406795,0.05134075650667897,43.718593145095745,0.43718593145095747,0.8673058295644971,0.55,0.5663470852177515,0.55,45,45,5.93757176399231,,
MIQP_Gurobi,100,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.013207343225884223,0.0320850154097145,,1.8465637727931652,-0.01210845483170727,0.043317262868838524,0.039230328961985084,0.0040869339068534405,0.5378842320856017,0.13928489825946322,45.76003726609573,0.45760037266095727,0.6130055678269517,0.76,0.6934972160865241,0.76,24,24,3.2846839427948,0.004031364339671279,True
Layered,100,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.013685575678675265,0.0312030027974582,,2.112039018296788,-0.012224469765315833,0.04865851307583591,0.039230328961985084,0.009428184113850824,0.5354871674410734,0.04925431192627564,44.066838426724686,0.44066838426724686,0.7015537204156519,0.77,0.649223139792174,0.77,23,23,6.916661024093628,0.003822809389489124,True
Stratified,125,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.010757999570463977,0.026185616437346102,,1.9636802173895818,-0.011303358080004579,0.0477522730422959,0.039230328961985084,0.008521944080310817,0.4455389306855346,0.1396953397110653,52.27497468868531,0.4181997975094825,0.3794510062893552,1.0,0.8102744968553224,1.0,0,0,0.764228343963623,,
Stratified_sector,125,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.013010853387755124,0.024704179288336573,,2.039551487056443,-0.010597476054156407,0.049584972579182374,0.039230328961985084,0.01035464361719729,0.46291944918120076,0.05251899566737598,49.199700984466574,0.3935976078757326,0.3771392871188936,1.0,0.8114303564405532,1.0,0,0,1.0556914806365967,,
MarketCap,125,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.010811041801639453,0.026996655513968862,,1.9919857565603638,-0.010406116878713588,0.0472783263947012,0.039230328961985084,0.008047997432716114,0.43494291907800886,0.1308673347031104,56.00290407647128,0.44802323261177024,0.36383703990916705,1.0,0.8180814800454165,1.0,0,0,0.7219526767730713,,
MarketCap_sector,125,2024-Q2,2022-03-28,2024-03-28,2024-04-01,2024-06-30,459,0,0.9,504,0.012715598006376692,0.02683004701800592,,2.0775598649828497,-0.009111225892862595,0.04900501747525188,0.039230328961985084,0.009774688513266794,0.4501836332470916,0.05133812082299627,53.46477483018059,0.4277181986414447,0.4066964780272733,1.0,0.7966517609863634,1.0,0,0,1.3952219486236572,,
